symbol,method,requests,empty_requests,returned_rows,accepted_rows,quarantined_rows,eligible_days,roeAvg_days,npMargin_days,YOYNI_days,YOYAsset_days,YOYEquity_days
SH600000,query_profit_data,13,0,13,13,0,488,488.0,488.0,,,
SH600000,query_growth_data,13,0,13,13,0,488,,,488.0,488.0,488.0
SH600005,query_profit_data,13,0,13,13,0,380,380.0,380.0,,,
SH600005,query_growth_data,13,0,13,13,0,380,,,380.0,380.0,380.0
SH600008,query_profit_data,13,0,13,13,0,488,488.0,488.0,,,
SH600008,query_growth_data,13,0,13,13,0,488,,,488.0,488.0,488.0
SH600009,query_profit_data,13,0,13,13,0,488,488.0,488.0,,,
SH600009,query_growth_data,13,0,13,13,0,488,,,488.0,488.0,488.0
SH600010,query_profit_data,13,0,13,13,0,488,488.0,488.0,,,
SH600010,query_growth_data,13,0,13,13,0,488,,,488.0,488.0,488.0
SH600011,query_profit_data,13,0,13,13,0,473,473.0,473.0,,,
SH600011,query_growth_data,13,0,13,13,0,473,,,473.0,473.0,473.0
SH600015,query_profit_data,13,0,13,13,0,488,488.0,488.0,,,
SH600015,query_growth_data,13,0,13,13,0,488,,,488.0,488.0,488.0
SH600016,query_profit_data,13,0,13,13,0,488,488.0,488.0,,,
SH600016,query_growth_data,13,0,13,13,0,488,,,488.0,488.0,488.0
SH600018,query_profit_data,13,0,13,13,0,488,488.0,488.0,,,
SH600018,query_growth_data,13,0,13,13,0,488,,,488.0,488.0,488.0
SH600019,query_profit_data,13,0,13,13,0,488,488.0,488.0,,,
SH600019,query_growth_data,13,0,13,13,0,488,,,488.0,488.0,488.0
SH600021,query_profit_data,13,0,13,13,0,258,258.0,258.0,,,
SH600021,query_growth_data,13,0,13,13,0,258,,,258.0,258.0,258.0
SH600022,query_profit_data,13,0,13,13,0,123,123.0,123.0,,,
SH600022,query_growth_data,13,0,13,13,0,123,,,123.0,123.0,123.0
SH600023,query_profit_data,13,1,12,12,0,488,488.0,488.0,,,
SH600023,query_growth_data,13,1,12,12,0,488,,,488.0,425.0,425.0
SH600027,query_profit_data,13,0,13,13,0,473,473.0,473.0,,,
SH600027,query_growth_data,13,0,13,13,0,473,,,473.0,473.0,473.0
SH600028,query_profit_data,13,0,13,13,0,488,488.0,488.0,,,
SH600028,query_growth_data,13,0,13,13,0,488,,,488.0,488.0,488.0
SH600029,query_profit_data,13,0,13,13,0,488,488.0,488.0,,,
SH600029,query_growth_data,13,0,13,13,0,488,,,488.0,488.0,488.0
SH600030,query_profit_data,13,0,13,13,0,488,488.0,488.0,,,
SH600030,query_growth_data,13,0,13,13,0,488,,,488.0,488.0,488.0
SH600031,query_profit_data,13,0,13,13,0,488,488.0,488.0,,,
SH600031,query_growth_data,13,0,13,13,0,488,,,488.0,488.0,488.0
SH600036,query_profit_data,13,0,13,13,0,488,488.0,488.0,,,
SH600036,query_growth_data,13,0,13,13,0,488,,,488.0,488.0,488.0
SH600037,query_profit_data,13,0,13,13,0,138,138.0,138.0,,,
SH600037,query_growth_data,13,0,13,13,0,138,,,138.0,138.0,138.0
SH600038,query_profit_data,13,0,13,13,0,488,488.0,488.0,,,
SH600038,query_growth_data,13,0,13,13,0,488,,,488.0,488.0,488.0
SH600048,query_profit_data,13,0,13,13,0,488,488.0,488.0,,,
SH600048,query_growth_data,13,0,13,13,0,488,,,488.0,488.0,488.0
SH600050,query_profit_data,13,0,13,13,0,488,488.0,488.0,,,
SH600050,query_growth_data,13,0,13,13,0,488,,,488.0,488.0,488.0
SH600058,query_profit_data,13,0,13,13,0,108,108.0,108.0,,,
SH600058,query_growth_data,13,0,13,13,0,108,,,108.0,108.0,108.0
SH600060,query_profit_data,13,0,13,13,0,488,488.0,488.0,,,
SH600060,query_growth_data,13,0,13,13,0,488,,,488.0,488.0,488.0
SH600061,query_profit_data,13,0,13,13,0,138,138.0,138.0,,,
SH600061,query_growth_data,13,0,13,13,0,138,,,138.0,138.0,138.0
SH600066,query_profit_data,13,0,13,13,0,488,488.0,488.0,,,
SH600066,query_growth_data,13,0,13,13,0,488,,,488.0,488.0,488.0
SH600068,query_profit_data,13,0,13,13,0,488,488.0,488.0,,,
SH600068,query_growth_data,13,0,13,13,0,488,,,488.0,488.0,488.0
SH600074,query_profit_data,13,0,13,13,0,138,138.0,138.0,,,
SH600074,query_growth_data,13,0,13,13,0,138,,,138.0,138.0,138.0
SH600079,query_profit_data,13,0,13,13,0,108,108.0,108.0,,,
SH600079,query_growth_data,13,0,13,13,0,108,,,108.0,108.0,108.0
SH600085,query_profit_data,13,0,13,13,0,488,488.0,488.0,,,
SH600085,query_growth_data,13,0,13,13,0,488,,,488.0,488.0,488.0
SH600089,query_profit_data,13,0,13,13,0,488,488.0,488.0,,,
SH600089,query_growth_data,13,0,13,13,0,488,,,488.0,488.0,488.0
SH600098,query_profit_data,13,0,13,13,0,123,123.0,123.0,,,
SH600098,query_growth_data,13,0,13,13,0,123,,,123.0,123.0,123.0
SH600100,query_profit_data,13,0,13,13,0,488,488.0,488.0,,,
SH600100,query_growth_data,13,0,13,13,0,488,,,488.0,488.0,488.0
SH600104,query_profit_data,13,0,13,13,0,488,488.0,488.0,,,
SH600104,query_growth_data,13,0,13,13,0,488,,,488.0,488.0,488.0
SH600108,query_profit_data,13,0,13,13,0,230,230.0,230.0,,,
SH600108,query_growth_data,13,0,13,13,0,230,,,230.0,230.0,230.0
SH600109,query_profit_data,13,0,13,13,0,488,488.0,488.0,,,
SH600109,query_growth_data,13,0,13,13,0,488,,,488.0,488.0,488.0
SH600111,query_profit_data,13,0,13,13,0,488,488.0,488.0,,,
SH600111,query_growth_data,13,0,13,13,0,488,,,488.0,488.0,488.0
SH600115,query_profit_data,13,0,13,13,0,488,488.0,488.0,,,
SH600115,query_growth_data,13,0,13,13,0,488,,,488.0,488.0,488.0
SH600118,query_profit_data,13,0,13,13,0,488,488.0,488.0,,,
SH600118,query_growth_data,13,0,13,13,0,488,,,488.0,488.0,488.0
SH600143,query_profit_data,13,0,13,13,0,108,108.0,108.0,,,
SH600143,query_growth_data,13,0,13,13,0,108,,,108.0,108.0,108.0
SH600150,query_profit_data,13,0,13,13,0,488,488.0,488.0,,,
SH600150,query_growth_data,13,0,13,13,0,488,,,488.0,488.0,488.0
SH600153,query_profit_data,13,0,13,13,0,488,488.0,488.0,,,
SH600153,query_growth_data,13,0,13,13,0,488,,,488.0,488.0,488.0
SH600157,query_profit_data,13,0,13,13,0,488,488.0,488.0,,,
SH600157,query_growth_data,13,0,13,13,0,488,,,488.0,488.0,488.0
SH600166,query_profit_data,13,0,13,13,0,350,350.0,350.0,,,
SH600166,query_growth_data,13,0,13,13,0,350,,,350.0,350.0,350.0
SH600170,query_profit_data,13,0,13,13,0,488,488.0,488.0,,,
SH600170,query_growth_data,13,0,13,13,0,488,,,488.0,488.0,488.0
SH600177,query_profit_data,13,0,13,13,0,488,488.0,488.0,,,
SH600177,query_growth_data,13,0,13,13,0,488,,,488.0,488.0,488.0
SH600188,query_profit_data,13,0,13,13,0,488,488.0,488.0,,,
SH600188,query_growth_data,13,0,13,13,0,488,,,488.0,488.0,488.0
SH600196,query_profit_data,13,0,13,13,0,488,488.0,488.0,,,
SH600196,query_growth_data,13,0,13,13,0,488,,,488.0,488.0,488.0
SH600208,query_profit_data,13,0,13,13,0,488,488.0,488.0,,,
SH600208,query_growth_data,13,0,13,13,0,488,,,488.0,488.0,488.0
SH600221,query_profit_data,13,0,13,13,0,488,488.0,488.0,,,
SH600221,query_growth_data,13,0,13,13,0,488,,,488.0,488.0,488.0
SH600252,query_profit_data,13,0,13,13,0,488,488.0,488.0,,,
SH600252,query_growth_data,13,0,13,13,0,488,,,488.0,488.0,488.0
SH600256,query_profit_data,13,0,13,13,0,488,488.0,488.0,,,
SH600256,query_growth_data,13,0,13,13,0,488,,,488.0,488.0,488.0
SH600267,query_profit_data,13,0,13,13,0,108,108.0,108.0,,,
SH600267,query_growth_data,13,0,13,13,0,108,,,108.0,108.0,108.0
SH600271,query_profit_data,13,0,13,13,0,488,488.0,488.0,,,
SH600271,query_growth_data,13,0,13,13,0,488,,,488.0,488.0,488.0
SH600276,query_profit_data,13,0,13,13,0,488,488.0,488.0,,,
SH600276,query_growth_data,13,0,13,13,0,488,,,488.0,488.0,488.0
SH600277,query_profit_data,13,0,13,13,0,230,230.0,230.0,,,
SH600277,query_growth_data,13,0,13,13,0,230,,,230.0,230.0,230.0
SH600297,query_profit_data,13,0,13,13,0,15,15.0,15.0,,,
SH600297,query_growth_data,13,0,13,13,0,15,,,15.0,15.0,15.0
SH600309,query_profit_data,13,0,13,13,0,488,488.0,488.0,,,
SH600309,query_growth_data,13,0,13,13,0,488,,,488.0,488.0,488.0
SH600315,query_profit_data,13,0,13,13,0,350,350.0,350.0,,,
SH600315,query_growth_data,13,0,13,13,0,350,,,350.0,350.0,350.0
SH600316,query_profit_data,13,0,13,13,0,230,230.0,230.0,,,
SH600316,query_growth_data,13,0,13,13,0,230,,,230.0,230.0,230.0
SH600317,query_profit_data,13,0,13,13,0,365,365.0,365.0,,,
SH600317,query_growth_data,13,0,13,13,0,365,,,365.0,365.0,365.0
SH600332,query_profit_data,13,0,13,13,0,488,488.0,488.0,,,
SH600332,query_growth_data,13,0,13,13,0,488,,,488.0,488.0,488.0
SH600340,query_profit_data,13,0,13,13,0,488,488.0,488.0,,,
SH600340,query_growth_data,13,0,13,13,0,488,,,488.0,488.0,488.0
SH600348,query_profit_data,13,0,13,13,0,230,230.0,230.0,,,
SH600348,query_growth_data,13,0,13,13,0,230,,,230.0,230.0,230.0
SH600350,query_profit_data,13,0,13,13,0,120,120.0,120.0,,,
SH600350,query_growth_data,13,0,13,13,0,120,,,120.0,120.0,120.0
SH600352,query_profit_data,13,0,13,13,0,488,488.0,488.0,,,
SH600352,query_growth_data,13,0,13,13,0,488,,,488.0,488.0,488.0
SH600362,query_profit_data,13,0,13,13,0,488,488.0,488.0,,,
SH600362,query_growth_data,13,0,13,13,0,488,,,488.0,488.0,488.0
SH600369,query_profit_data,13,0,13,13,0,488,488.0,488.0,,,
SH600369,query_growth_data,13,0,13,13,0,488,,,488.0,488.0,488.0
SH600372,query_profit_data,13,0,13,13,0,488,488.0,488.0,,,
SH600372,query_growth_data,13,0,13,13,0,488,,,488.0,488.0,488.0
SH600373,query_profit_data,13,0,13,13,0,488,488.0,488.0,,,
SH600373,query_growth_data,13,0,13,13,0,488,,,488.0,488.0,488.0
SH600376,query_profit_data,13,0,13,13,0,138,138.0,138.0,,,
SH600376,query_growth_data,13,0,13,13,0,138,,,138.0,138.0,138.0
SH600383,query_profit_data,13,0,13,13,0,488,488.0,488.0,,,
SH600383,query_growth_data,13,0,13,13,0,488,,,488.0,488.0,488.0
SH600395,query_profit_data,13,0,13,13,0,108,108.0,108.0,,,
SH600395,query_growth_data,13,0,13,13,0,108,,,108.0,108.0,108.0
SH600398,query_profit_data,13,0,13,13,0,473,473.0,473.0,,,
SH600398,query_growth_data,13,0,13,13,0,473,,,473.0,473.0,473.0
SH600406,query_profit_data,13,0,13,13,0,488,488.0,488.0,,,
SH600406,query_growth_data,13,0,13,13,0,488,,,488.0,488.0,488.0
SH600415,query_profit_data,13,0,13,13,0,488,488.0,488.0,,,
SH600415,query_growth_data,13,0,13,13,0,488,,,488.0,488.0,488.0
SH600436,query_profit_data,13,0,13,13,0,108,108.0,108.0,,,
SH600436,query_growth_data,13,0,13,13,0,108,,,108.0,108.0,108.0
SH600446,query_profit_data,13,0,13,13,0,138,138.0,138.0,,,
SH600446,query_growth_data,13,0,13,13,0,138,,,138.0,138.0,138.0
SH600482,query_profit_data,13,0,13,13,0,15,15.0,15.0,,,
SH600482,query_growth_data,13,0,13,13,0,15,,,15.0,15.0,15.0
SH600485,query_profit_data,13,0,13,13,0,488,488.0,488.0,,,
SH600485,query_growth_data,13,0,13,13,0,488,,,488.0,488.0,488.0
SH600489,query_profit_data,13,0,13,13,0,488,488.0,488.0,,,
SH600489,query_growth_data,13,0,13,13,0,488,,,488.0,488.0,488.0
SH600497,query_profit_data,13,0,13,13,0,230,230.0,230.0,,,
SH600497,query_growth_data,13,0,13,13,0,230,,,230.0,230.0,230.0
SH600498,query_profit_data,13,0,13,13,0,123,123.0,123.0,,,
SH600498,query_growth_data,13,0,13,13,0,123,,,123.0,123.0,123.0
SH600516,query_profit_data,13,0,13,13,0,230,230.0,230.0,,,
SH600516,query_growth_data,13,0,13,13,0,230,,,230.0,230.0,230.0
SH600518,query_profit_data,13,0,13,13,0,488,488.0,488.0,,,
SH600518,query_growth_data,13,0,13,13,0,488,,,488.0,488.0,488.0
SH600519,query_profit_data,13,0,13,13,0,488,488.0,488.0,,,
SH600519,query_growth_data,13,0,13,13,0,488,,,488.0,488.0,488.0
SH600535,query_profit_data,13,0,13,13,0,488,488.0,488.0,,,
SH600535,query_growth_data,13,0,13,13,0,488,,,488.0,488.0,488.0
SH600547,query_profit_data,13,0,13,13,0,488,488.0,488.0,,,
SH600547,query_growth_data,13,0,13,13,0,488,,,488.0,488.0,488.0
SH600549,query_profit_data,13,0,13,13,0,350,350.0,350.0,,,
SH600549,query_growth_data,13,0,13,13,0,350,,,350.0,350.0,350.0
SH600570,query_profit_data,13,0,13,13,0,488,488.0,488.0,,,
SH600570,query_growth_data,13,0,13,13,0,488,,,488.0,488.0,488.0
SH600578,query_profit_data,13,0,13,13,0,473,473.0,473.0,,,
SH600578,query_growth_data,13,0,13,13,0,473,,,473.0,473.0,473.0
SH600582,query_profit_data,13,0,13,13,0,138,138.0,138.0,,,
SH600582,query_growth_data,13,0,13,13,0,138,,,138.0,138.0,138.0
SH600583,query_profit_data,13,0,13,13,0,488,488.0,488.0,,,
SH600583,query_growth_data,13,0,13,13,0,488,,,488.0,488.0,488.0
SH600585,query_profit_data,13,0,13,13,0,488,488.0,488.0,,,
SH600585,query_growth_data,13,0,13,13,0,488,,,488.0,488.0,488.0
SH600588,query_profit_data,13,0,13,13,0,488,488.0,488.0,,,
SH600588,query_growth_data,13,0,13,13,0,488,,,488.0,488.0,488.0
SH600597,query_profit_data,13,0,13,13,0,230,230.0,230.0,,,
SH600597,query_growth_data,13,0,13,13,0,230,,,230.0,230.0,230.0
SH600600,query_profit_data,13,0,13,13,0,473,473.0,473.0,,,
SH600600,query_growth_data,13,0,13,13,0,473,,,473.0,473.0,473.0
SH600606,query_profit_data,13,0,13,13,0,138,138.0,138.0,,,
SH600606,query_growth_data,13,0,13,13,0,138,,,138.0,138.0,138.0
SH600633,query_profit_data,13,0,13,13,0,350,350.0,350.0,,,
SH600633,query_growth_data,13,0,13,13,0,350,,,350.0,350.0,350.0
SH600637,query_profit_data,13,0,13,13,0,488,488.0,488.0,,,
SH600637,query_growth_data,13,0,13,13,0,488,,,488.0,488.0,488.0
SH600642,query_profit_data,13,0,13,13,0,473,473.0,473.0,,,
SH600642,query_growth_data,13,0,13,13,0,473,,,473.0,473.0,473.0
SH600648,query_profit_data,13,0,13,13,0,488,488.0,488.0,,,
SH600648,query_growth_data,13,0,13,13,0,488,,,488.0,488.0,488.0
SH600649,query_profit_data,13,0,13,13,0,488,488.0,488.0,,,
SH600649,query_growth_data,13,0,13,13,0,488,,,488.0,488.0,488.0
SH600654,query_profit_data,13,0,13,13,0,15,15.0,15.0,,,
SH600654,query_growth_data,13,0,13,13,0,15,,,15.0,15.0,15.0
SH600655,query_profit_data,13,0,13,13,0,108,108.0,108.0,,,
SH600655,query_growth_data,13,0,13,13,0,108,,,108.0,108.0,108.0
SH600660,query_profit_data,13,0,13,13,0,488,488.0,488.0,,,
SH600660,query_growth_data,13,0,13,13,0,488,,,488.0,488.0,488.0
SH600663,query_profit_data,13,0,13,13,0,488,488.0,488.0,,,
SH600663,query_growth_data,13,0,13,13,0,488,,,488.0,488.0,488.0
SH600664,query_profit_data,13,0,13,13,0,108,108.0,108.0,,,
SH600664,query_growth_data,13,0,13,13,0,108,,,108.0,108.0,108.0
SH600666,query_profit_data,13,0,13,13,0,138,138.0,138.0,,,
SH600666,query_growth_data,13,0,13,13,0,138,,,138.0,138.0,138.0
SH600674,query_profit_data,13,0,13,13,0,488,488.0,488.0,,,
SH600674,query_growth_data,13,0,13,13,0,488,,,488.0,488.0,488.0
SH600685,query_profit_data,13,0,13,13,0,138,138.0,138.0,,,
SH600685,query_growth_data,13,0,13,13,0,138,,,138.0,138.0,138.0
SH600688,query_profit_data,13,0,13,13,0,488,488.0,488.0,,,
SH600688,query_growth_data,13,0,13,13,0,488,,,488.0,488.0,488.0
SH600690,query_profit_data,13,0,13,13,0,488,488.0,488.0,,,
SH600690,query_growth_data,13,0,13,13,0,488,,,488.0,488.0,488.0
SH600703,query_profit_data,13,0,13,13,0,488,488.0,488.0,,,
SH600703,query_growth_data,13,0,13,13,0,488,,,488.0,488.0,488.0
SH600704,query_profit_data,13,0,13,13,0,138,138.0,138.0,,,
SH600704,query_growth_data,13,0,13,13,0,138,,,138.0,138.0,138.0
SH600705,query_profit_data,13,0,13,13,0,488,488.0,488.0,,,
SH600705,query_growth_data,13,0,13,13,0,488,,,488.0,488.0,488.0
SH600717,query_profit_data,13,0,13,13,0,242,242.0,242.0,,,
SH600717,query_growth_data,13,0,13,13,0,242,,,242.0,242.0,242.0
SH600718,query_profit_data,13,0,13,13,0,488,488.0,488.0,,,
SH600718,query_growth_data,13,0,13,13,0,488,,,488.0,488.0,488.0
SH600737,query_profit_data,13,0,13,13,0,138,138.0,138.0,,,
SH600737,query_growth_data,13,0,13,13,0,138,,,138.0,138.0,138.0
SH600739,query_profit_data,13,0,13,13,0,488,488.0,488.0,,,
SH600739,query_growth_data,13,0,13,13,0,488,,,488.0,488.0,488.0
SH600741,query_profit_data,13,0,13,13,0,488,488.0,488.0,,,
SH600741,query_growth_data,13,0,13,13,0,488,,,488.0,488.0,488.0
SH600754,query_profit_data,13,0,13,13,0,15,15.0,15.0,,,
SH600754,query_growth_data,13,0,13,13,0,15,,,15.0,15.0,15.0
SH600783,query_profit_data,13,0,13,13,0,488,488.0,488.0,,,
SH600783,query_growth_data,13,0,13,13,0,488,,,488.0,488.0,488.0
SH600795,query_profit_data,13,0,13,13,0,488,488.0,488.0,,,
SH600795,query_growth_data,13,0,13,13,0,488,,,488.0,488.0,488.0
SH600804,query_profit_data,13,0,13,13,0,488,488.0,488.0,,,
SH600804,query_growth_data,13,0,13,13,0,488,,,488.0,488.0,488.0
SH600809,query_profit_data,13,0,13,13,0,230,230.0,230.0,,,
SH600809,query_growth_data,13,0,13,13,0,230,,,230.0,230.0,230.0
SH600816,query_profit_data,13,0,13,13,0,138,138.0,138.0,,,
SH600816,query_growth_data,13,0,13,13,0,138,,,138.0,138.0,138.0
SH600820,query_profit_data,13,0,13,13,0,258,258.0,258.0,,,
SH600820,query_growth_data,13,0,13,13,0,258,,,258.0,258.0,258.0
SH600827,query_profit_data,13,0,13,13,0,488,488.0,488.0,,,
SH600827,query_growth_data,13,0,13,13,0,488,,,488.0,488.0,488.0
SH600832,query_profit_data,13,6,7,7,0,93,93.0,93.0,,,
SH600832,query_growth_data,13,6,7,7,0,93,,,93.0,93.0,93.0
SH600837,query_profit_data,13,0,13,13,0,488,488.0,488.0,,,
SH600837,query_growth_data,13,0,13,13,0,488,,,488.0,488.0,488.0
SH600839,query_profit_data,13,0,13,13,0,488,488.0,488.0,,,
SH600839,query_growth_data,13,0,13,13,0,488,,,488.0,488.0,488.0
SH600863,query_profit_data,13,0,13,13,0,473,473.0,473.0,,,
SH600863,query_growth_data,13,0,13,13,0,473,,,473.0,473.0,473.0
SH600867,query_profit_data,13,0,13,13,0,488,488.0,488.0,,,
SH600867,query_growth_data,13,0,13,13,0,488,,,488.0,488.0,488.0
SH600871,query_profit_data,13,0,13,13,0,138,138.0,138.0,,,
SH600871,query_growth_data,13,0,13,13,0,138,,,138.0,138.0,138.0
SH600873,query_profit_data,13,0,13,13,0,488,488.0,488.0,,,
SH600873,query_growth_data,13,0,13,13,0,488,,,488.0,488.0,488.0
SH600875,query_profit_data,13,0,13,13,0,488,488.0,488.0,,,
SH600875,query_growth_data,13,0,13,13,0,488,,,488.0,488.0,488.0
SH600880,query_profit_data,13,0,13,13,0,108,108.0,108.0,,,
SH600880,query_growth_data,13,0,13,13,0,108,,,108.0,108.0,108.0
SH600886,query_profit_data,13,0,13,13,0,488,488.0,488.0,,,
SH600886,query_growth_data,13,0,13,13,0,488,,,488.0,488.0,488.0
SH600887,query_profit_data,13,0,13,13,0,488,488.0,488.0,,,
SH600887,query_growth_data,13,0,13,13,0,488,,,488.0,488.0,488.0
SH600893,query_profit_data,13,0,13,13,0,488,488.0,488.0,,,
SH600893,query_growth_data,13,0,13,13,0,488,,,488.0,488.0,488.0
SH600895,query_profit_data,13,0,13,13,0,258,258.0,258.0,,,
SH600895,query_growth_data,13,0,13,13,0,258,,,258.0,258.0,258.0
SH600900,query_profit_data,13,0,13,13,0,488,488.0,488.0,,,
SH600900,query_growth_data,13,0,13,13,0,488,,,488.0,488.0,488.0
SH600958,query_profit_data,13,6,7,7,0,380,380.0,380.0,,,
SH600958,query_growth_data,13,6,7,7,0,380,,,380.0,290.0,290.0
SH600959,query_profit_data,13,6,7,7,0,258,258.0,258.0,,,
SH600959,query_growth_data,13,6,7,7,0,258,,,258.0,173.0,173.0
SH600998,query_profit_data,13,0,13,13,0,473,473.0,473.0,,,
SH600998,query_growth_data,13,0,13,13,0,473,,,473.0,473.0,473.0
SH600999,query_profit_data,13,0,13,13,0,488,488.0,488.0,,,
SH600999,query_growth_data,13,0,13,13,0,488,,,488.0,488.0,488.0
SH601006,query_profit_data,13,0,13,13,0,488,488.0,488.0,,,
SH601006,query_growth_data,13,0,13,13,0,488,,,488.0,488.0,488.0
SH601009,query_profit_data,13,0,13,13,0,488,488.0,488.0,,,
SH601009,query_growth_data,13,0,13,13,0,488,,,488.0,488.0,488.0
SH601016,query_profit_data,13,4,9,9,0,243,243.0,243.0,,,
SH601016,query_growth_data,13,4,9,9,0,243,,,243.0,243.0,243.0
SH601018,query_profit_data,13,0,13,13,0,488,488.0,488.0,,,
SH601018,query_growth_data,13,0,13,13,0,488,,,488.0,488.0,488.0
SH601021,query_profit_data,13,5,8,8,0,380,380.0,380.0,,,
SH601021,query_growth_data,13,5,8,8,0,380,,,380.0,330.0,330.0
SH601088,query_profit_data,13,0,13,13,0,488,488.0,488.0,,,
SH601088,query_growth_data,13,0,13,13,0,488,,,488.0,488.0,488.0
SH601098,query_profit_data,13,0,13,13,0,473,473.0,473.0,,,
SH601098,query_growth_data,13,0,13,13,0,473,,,473.0,473.0,473.0
SH601099,query_profit_data,13,0,13,13,0,380,380.0,380.0,,,
SH601099,query_growth_data,13,0,13,13,0,380,,,380.0,380.0,380.0
SH601106,query_profit_data,13,0,13,13,0,365,365.0,365.0,,,
SH601106,query_growth_data,13,0,13,13,0,365,,,365.0,365.0,365.0
SH601111,query_profit_data,13,0,13,13,0,488,488.0,488.0,,,
SH601111,query_growth_data,13,0,13,13,0,488,,,488.0,488.0,488.0
SH601117,query_profit_data,13,0,13,13,0,473,473.0,473.0,,,
SH601117,query_growth_data,13,0,13,13,0,473,,,473.0,473.0,473.0
SH601118,query_profit_data,13,0,13,13,0,488,488.0,488.0,,,
SH601118,query_growth_data,13,0,13,13,0,488,,,488.0,488.0,488.0
SH601127,query_profit_data,13,11,2,2,0,15,15.0,15.0,,,
SH601127,query_growth_data,13,11,2,2,0,15,,,15.0,0.0,0.0
SH601155,query_profit_data,13,9,4,4,0,15,15.0,15.0,,,
SH601155,query_growth_data,13,9,4,4,0,15,,,15.0,15.0,15.0
SH601158,query_profit_data,13,0,13,13,0,350,350.0,350.0,,,
SH601158,query_growth_data,13,0,13,13,0,350,,,350.0,350.0,350.0
SH601166,query_profit_data,13,0,13,13,0,488,488.0,488.0,,,
SH601166,query_growth_data,13,0,13,13,0,488,,,488.0,488.0,488.0
SH601168,query_profit_data,13,0,13,13,0,230,230.0,230.0,,,
SH601168,query_growth_data,13,0,13,13,0,230,,,230.0,230.0,230.0
SH601169,query_profit_data,13,0,13,13,0,488,488.0,488.0,,,
SH601169,query_growth_data,13,0,13,13,0,488,,,488.0,488.0,488.0
SH601179,query_profit_data,13,0,13,13,0,473,473.0,473.0,,,
SH601179,query_growth_data,13,0,13,13,0,473,,,473.0,473.0,473.0
SH601186,query_profit_data,13,0,13,13,0,488,488.0,488.0,,,
SH601186,query_growth_data,13,0,13,13,0,488,,,488.0,488.0,488.0
SH601198,query_profit_data,13,6,7,7,0,258,258.0,258.0,,,
SH601198,query_growth_data,13,6,7,7,0,258,,,258.0,258.0,258.0
SH601211,query_profit_data,13,7,6,6,0,258,258.0,258.0,,,
SH601211,query_growth_data,13,7,6,6,0,258,,,258.0,169.0,169.0
SH601216,query_profit_data,13,0,13,13,0,488,488.0,488.0,,,
SH601216,query_growth_data,13,0,13,13,0,488,,,488.0,488.0,488.0
SH601225,query_profit_data,13,1,12,12,0,488,488.0,488.0,,,
SH601225,query_growth_data,13,1,12,12,0,488,,,488.0,414.0,414.0
SH601231,query_profit_data,13,0,13,13,0,350,350.0,350.0,,,
SH601231,query_growth_data,13,0,13,13,0,350,,,350.0,350.0,350.0
SH601238,query_profit_data,13,0,13,13,0,120,120.0,120.0,,,
SH601238,query_growth_data,13,0,13,13,0,120,,,120.0,120.0,120.0
SH601258,query_profit_data,13,0,13,13,0,488,488.0,488.0,,,
SH601258,query_growth_data,13,0,13,13,0,488,,,488.0,488.0,488.0
SH601288,query_profit_data,13,0,13,13,0,488,488.0,488.0,,,
SH601288,query_growth_data,13,0,13,13,0,488,,,488.0,488.0,488.0
SH601299,query_profit_data,13,6,7,7,0,93,93.0,93.0,,,
SH601299,query_growth_data,13,6,7,7,0,93,,,93.0,93.0,93.0
SH601318,query_profit_data,13,0,13,13,0,488,488.0,488.0,,,
SH601318,query_growth_data,13,0,13,13,0,488,,,488.0,488.0,488.0
SH601328,query_profit_data,13,0,13,13,0,488,488.0,488.0,,,
SH601328,query_growth_data,13,0,13,13,0,488,,,488.0,488.0,488.0
SH601333,query_profit_data,13,0,13,13,0,488,488.0,488.0,,,
SH601333,query_growth_data,13,0,13,13,0,488,,,488.0,488.0,488.0
SH601336,query_profit_data,13,0,13,13,0,488,488.0,488.0,,,
SH601336,query_growth_data,13,0,13,13,0,488,,,488.0,488.0,488.0
SH601377,query_profit_data,13,0,13,13,0,488,488.0,488.0,,,
SH601377,query_growth_data,13,0,13,13,0,488,,,488.0,488.0,488.0
SH601390,query_profit_data,13,0,13,13,0,488,488.0,488.0,,,
SH601390,query_growth_data,13,0,13,13,0,488,,,488.0,488.0,488.0
SH601398,query_profit_data,13,0,13,13,0,488,488.0,488.0,,,
SH601398,query_growth_data,13,0,13,13,0,488,,,488.0,488.0,488.0
SH601555,query_profit_data,13,0,13,13,0,488,488.0,488.0,,,
SH601555,query_growth_data,13,0,13,13,0,488,,,488.0,488.0,488.0
SH601600,query_profit_data,13,0,13,13,0,488,488.0,488.0,,,
SH601600,query_growth_data,13,0,13,13,0,488,,,488.0,488.0,488.0
SH601601,query_profit_data,13,0,13,13,0,488,488.0,488.0,,,
SH601601,query_growth_data,13,0,13,13,0,488,,,488.0,488.0,488.0
SH601607,query_profit_data,13,0,13,13,0,488,488.0,488.0,,,
SH601607,query_growth_data,13,0,13,13,0,488,,,488.0,488.0,488.0
SH601608,query_profit_data,13,0,13,13,0,258,258.0,258.0,,,
SH601608,query_growth_data,13,0,13,13,0,258,,,258.0,258.0,258.0
SH601611,query_profit_data,13,11,2,2,0,15,15.0,15.0,,,
SH601611,query_growth_data,13,11,2,2,0,15,,,15.0,15.0,15.0
SH601618,query_profit_data,13,0,13,13,0,488,488.0,488.0,,,
