feature,family,split,coverage,days,pairs,ic,ic_std,icir,positive_ic_ratio,rank_ic,rank_ic_std,rank_icir,positive_rank_ic_ratio
VMA5,volume_dynamics,basis_fit,0.9325136612021858,233,56900,0.017465630559977404,0.15752072506097067,0.11087830222478394,0.5321888412017167,0.014824029753801784,0.170594706373113,0.08689618845135609,0.5493562231759657
VMA10,volume_dynamics,basis_fit,0.9325136612021858,233,56900,0.018795828357310678,0.16454958494254654,0.11422592383853993,0.5708154506437768,0.01859948845739156,0.17526932177715357,0.10611947526698315,0.5407725321888412
VMA20,volume_dynamics,basis_fit,0.9325136612021858,233,56900,0.011361491097341999,0.163930674518174,0.0693066818076346,0.5407725321888412,0.015023623448907788,0.1747038940405948,0.08599478295210092,0.5493562231759657
VMA30,volume_dynamics,basis_fit,0.9325136612021858,233,56900,0.007019643679753713,0.16938892059003657,0.041440984778119,0.49356223175965663,0.013715168799063275,0.17909514300204646,0.07658035036107348,0.5321888412017167
VMA60,volume_dynamics,basis_fit,0.9325136612021858,233,56900,0.01712010702273291,0.17377081753119192,0.09852118592731972,0.5107296137339056,0.033213416670221194,0.18548820945023073,0.1790594494855634,0.5622317596566524
VSTD5,volume_dynamics,basis_fit,0.9325,233,56900,-0.027878522692413556,0.11125727359008962,-0.2505770795276514,0.39914163090128757,-0.03137427162624037,0.12442569993445889,-0.2521526633385766,0.43776824034334766
VSTD10,volume_dynamics,basis_fit,0.9325,233,56900,-0.01637884869523205,0.138165776117193,-0.11854490421230955,0.463519313304721,-0.025428192457130086,0.1555718908459196,-0.1634497872261159,0.48068669527896996
VSTD20,volume_dynamics,basis_fit,0.9325,233,56900,-0.01570901582255632,0.1465340161760843,-0.10720388502611844,0.49356223175965663,-0.019224678115496472,0.16041598569709997,-0.11984265802410002,0.5021459227467812
VSTD30,volume_dynamics,basis_fit,0.9325,233,56900,-0.01247799604999647,0.16037009203782068,-0.0778075007093825,0.49356223175965663,-0.009008143966909821,0.1727269120298446,-0.0521525213474166,0.4978540772532189
VSTD60,volume_dynamics,basis_fit,0.9325,233,56900,-0.0014756837970674348,0.17532218441907885,-0.008416982722163987,0.4721030042918455,0.010655601020722232,0.1887175898659985,0.05646321060102764,0.5236051502145923
WVMA5,price_volume,basis_fit,0.9266120218579235,233,56660,-0.03629929731178528,0.1287124309668967,-0.28201858234750476,0.351931330472103,-0.038588334909077406,0.1305411879132863,-0.29560275592643,0.33905579399141633
WVMA10,price_volume,basis_fit,0.9296448087431693,233,56783,-0.04336665844480185,0.14953283579409857,-0.2900142849194421,0.3776824034334764,-0.04389654717913964,0.15665346899257468,-0.2802143320632135,0.3948497854077253
WVMA20,price_volume,basis_fit,0.9307650273224044,233,56844,-0.04463549752992426,0.1747727950873952,-0.2553915642740866,0.4034334763948498,-0.049702225443842625,0.18301139323000157,-0.27157995230044946,0.4034334763948498
WVMA30,price_volume,basis_fit,0.9312841530054645,233,56862,-0.04347593951747836,0.19170328062139855,-0.226787665691233,0.38626609442060084,-0.04892502114099547,0.2022144612941761,-0.2419462031937502,0.3905579399141631
WVMA60,price_volume,basis_fit,0.9318306010928962,233,56885,-0.04406401297016771,0.19815110465223215,-0.22237581288029087,0.4034334763948498,-0.04011519996044576,0.21135280768953227,-0.18980206792129858,0.4248927038626609
VSUMP5,volume_dynamics,basis_fit,0.9325,233,56900,-0.012852221036252134,0.1450910841425738,-0.08858036392934314,0.4248927038626609,-0.01534772640512487,0.15538244928032066,-0.09877387360162224,0.44206008583690987
VSUMP10,volume_dynamics,basis_fit,0.9325,233,56900,-0.026036772063945033,0.14130612848227456,-0.184257911129531,0.4248927038626609,-0.02537206185428598,0.154411417207152,-0.16431467512695558,0.4248927038626609
VSUMP20,volume_dynamics,basis_fit,0.9325,233,56900,-0.00903799049527086,0.1371725311742573,-0.06588775768662779,0.5064377682403434,-0.01424506443348237,0.15054874029118898,-0.09462094738175685,0.5064377682403434
VSUMP30,volume_dynamics,basis_fit,0.9325,233,56900,-0.0413896499275748,0.14755947832559557,-0.2804946886315698,0.3605150214592275,-0.04073784519402215,0.15731930843781247,-0.25895006530699066,0.4206008583690987
VSUMP60,volume_dynamics,basis_fit,0.9325,233,56900,-0.02078977574596145,0.14549241048453748,-0.14289251017784826,0.4592274678111588,-0.02583086822811251,0.165117892492539,-0.15643894091780333,0.4291845493562232
VSUMN5,volume_dynamics,basis_fit,0.9325,233,56900,0.012852220282947543,0.14509108406854865,0.08858035878259397,0.575107296137339,0.01534772640512487,0.15538244928032066,0.09877387360162224,0.5579399141630901
VSUMN10,volume_dynamics,basis_fit,0.9325,233,56900,0.026036772795910164,0.14130612654564909,0.184257918834814,0.575107296137339,0.02537206185428598,0.154411417207152,0.16431467512695558,0.575107296137339
VSUMN20,volume_dynamics,basis_fit,0.9325,233,56900,0.009037987727134864,0.13717253029428159,0.06588773792934573,0.49356223175965663,0.014244965776933965,0.1505487185150063,0.09462030575513708,0.49356223175965663
VSUMN30,volume_dynamics,basis_fit,0.9325,233,56900,0.04138964893929764,0.14755947987578025,0.2804946789873522,0.6394849785407726,0.04073782176985465,0.15731931590857842,0.25894990411430635,0.5793991416309013
VSUMN60,volume_dynamics,basis_fit,0.9325,233,56900,0.020789776777150347,0.14549241072174265,0.14289251703246048,0.5407725321888412,0.025830908885606234,0.16511788228023347,0.15643919682646326,0.5708154506437768
VSUMD5,volume_dynamics,basis_fit,0.9325,233,56900,-0.01285222072829716,0.14509108364486611,-0.08858036211070729,0.4248927038626609,-0.01534772640512487,0.15538244928032066,-0.09877387360162224,0.44206008583690987
VSUMD10,volume_dynamics,basis_fit,0.9325,233,56900,-0.0260367724220423,0.1413061284045341,-0.1842579137650965,0.4248927038626609,-0.02537206185428598,0.154411417207152,-0.16431467512695558,0.4248927038626609
VSUMD20,volume_dynamics,basis_fit,0.9325,233,56900,-0.009037989201533684,0.13717253023216242,-0.0658877487076824,0.5064377682403434,-0.014244776618087993,0.15054846869532434,-0.09461920630302897,0.5064377682403434
VSUMD30,volume_dynamics,basis_fit,0.9325,233,56900,-0.04138964980340298,0.14755948032034916,-0.2804946839982544,0.3605150214592275,-0.040737698882399,0.15731921728372622,-0.2589492853179424,0.4206008583690987
VSUMD60,volume_dynamics,basis_fit,0.9325,233,56900,-0.020789776667651805,0.14549240763769605,-0.14289251930878982,0.4592274678111588,-0.025830757389249687,0.1651175436945634,-0.15643860011042654,0.4291845493562232
KMID,candlestick,diagnostic,0.9559153005464481,238,66164,-0.02215933532375899,0.16224814922030625,-0.1365768141593422,0.453781512605042,-0.021244646372730287,0.168210897894834,-0.12629768129537308,0.4579831932773109
KLEN,candlestick,diagnostic,0.9559153005464481,238,66164,-0.02280388541156318,0.16900749478207575,-0.1349282494304014,0.46218487394957986,-0.04991283145399402,0.19155708523213247,-0.2605637447109237,0.3949579831932773
KMID2,candlestick,diagnostic,0.9559153005464481,238,66164,-0.00924796215543255,0.13504949984702835,-0.06847831473576571,0.46638655462184875,-0.013897203047508954,0.14278144254481662,-0.09733199777097687,0.47058823529411764
KUP,candlestick,diagnostic,0.9559153005464481,238,66164,-0.019870785086731235,0.14518604406091265,-0.13686429171108533,0.4495798319327731,-0.03315281401339188,0.14989196650172654,-0.22117805768469925,0.3865546218487395
KUP2,candlestick,diagnostic,0.9559153005464481,238,66164,-0.008407955454800975,0.10836586732945866,-0.07758859557907417,0.4831932773109244,-0.011729506163484822,0.11402637528669712,-0.10286660550239593,0.4789915966386555
KLOW,candlestick,diagnostic,0.9559153005464481,238,66164,-0.02953818368406554,0.12491480278374643,-0.2364666398681531,0.38235294117647056,-0.04177027359207805,0.12779162313143827,-0.32686237617559505,0.3487394957983193
KLOW2,candlestick,diagnostic,0.9559153005464481,238,66164,-0.01263931873925338,0.09955152891611077,-0.12696257784151335,0.4369747899159664,-0.006627663264294997,0.10617568403926463,-0.06242166767528461,0.47058823529411764
KSFT,candlestick,diagnostic,0.9559153005464481,238,66164,-0.020923416675311435,0.15140990839551008,-0.13819053783888227,0.42436974789915966,-0.016281208280246887,0.1583896007917518,-0.10279215427566592,0.46638655462184875
KSFT2,candlestick,diagnostic,0.9559153005464481,238,66164,-0.012069313443329557,0.12218324780743041,-0.09878042743103099,0.4327731092436975,-0.010777494806546927,0.13085955106038966,-0.082359252490277,0.4831932773109244
OPEN0,intraday_price_ratio,diagnostic,0.9559153005464481,238,66164,0.0211171933582064,0.1626295271739581,0.12984845818077187,0.5336134453781513,0.021244827787644437,0.16821090924828583,0.1262987512675902,0.542016806722689
HIGH0,intraday_price_ratio,diagnostic,0.9559153005464481,238,66164,-0.0050670704165937976,0.15460397200284914,-0.032774516404406595,0.5084033613445378,-0.01934813931360718,0.17025305030585977,-0.1136434224165043,0.41596638655462187
LOW0,intraday_price_ratio,diagnostic,0.9559153005464481,238,66164,0.03107722485647103,0.1559948641680559,0.19921953855475016,0.5672268907563025,0.04381895620931677,0.16303159992736801,0.26877584608651633,0.634453781512605
VWAP0,intraday_price_ratio,diagnostic,0.9559153005464481,238,66164,0.025117749858283495,0.14484270464759008,0.1734139798024091,0.5840336134453782,0.022540971202013378,0.15326998281498155,0.14706709551356514,0.542016806722689
ROC5,trend_reversal,diagnostic,0.9481693989071038,238,65655,0.05918387187153063,0.1756648464333596,0.33691357760633506,0.6176470588235294,0.06184721348977583,0.17893396170571066,0.34564267677421007,0.6260504201680672
ROC10,trend_reversal,diagnostic,0.9434972677595629,238,65340,0.06100042198566621,0.20130723609607867,0.3030215066712868,0.6092436974789915,0.0673563453997403,0.20798180605884073,0.32385691169872965,0.634453781512605
ROC20,trend_reversal,diagnostic,0.9376639344262295,238,64950,0.0638692618591719,0.19958701272365664,0.32000710360650436,0.6218487394957983,0.07587041799703863,0.1985407656021939,0.3821402509802765,0.6428571428571429
ROC30,trend_reversal,diagnostic,0.9331420765027323,238,64647,0.062100439879621064,0.19766697843663128,0.3141669912232175,0.6470588235294118,0.07223644528101734,0.1953209851926626,0.3698345326784219,0.6596638655462185
ROC60,trend_reversal,diagnostic,0.9213661202185792,238,63877,0.043571452244225525,0.18691202226128673,0.23311209047493173,0.5966386554621849,0.05189682479876702,0.18247309749053414,0.28440808816466323,0.6428571428571429
MA5,trend_reversal,diagnostic,0.9559153005464481,238,66164,0.05118601299457602,0.16606745951539692,0.3082242189044285,0.6092436974789915,0.05623307249248262,0.1678000944243842,0.3351194329501581,0.6302521008403361
MA10,trend_reversal,diagnostic,0.9559153005464481,238,66164,0.06136700155217422,0.1808183379550596,0.3393848336744822,0.6092436974789915,0.0656950521123663,0.18468661701729763,0.3557109506543906,0.6386554621848739
MA20,trend_reversal,diagnostic,0.9559153005464481,238,66164,0.06590277949639908,0.2064982948990605,0.3191444245513667,0.592436974789916,0.07498134055026995,0.20691285805441814,0.36238125196912524,0.6596638655462185
MA30,trend_reversal,diagnostic,0.9559153005464481,238,66164,0.07283671106118085,0.20572350588863758,0.3540514767457292,0.6260504201680672,0.08275334955082887,0.20420712651039574,0.40524222129248794,0.6764705882352942
MA60,trend_reversal,diagnostic,0.9559153005464481,238,66164,0.06134759787530597,0.20648632221750807,0.2971024773770913,0.6050420168067226,0.071632674014654,0.20248021010984757,0.35377617385813925,0.6428571428571429
STD5,volatility,diagnostic,0.9545628415300547,238,66080,-0.017093535644908085,0.16976982236402918,-0.1006865378480237,0.5084033613445378,-0.035416241242751244,0.18453292619129433,-0.1919236960781586,0.3949579831932773
STD10,volatility,diagnostic,0.955068306010929,238,66112,-0.015365282348919027,0.18025153532641927,-0.08524355879185098,0.46638655462184875,-0.03610663959763284,0.19959530300921186,-0.18089924488837508,0.4117647058823529
STD20,volatility,diagnostic,0.9553825136612022,238,66134,-0.009250873858732928,0.20576134396623713,-0.044959241033392945,0.4495798319327731,-0.03990172894147076,0.22899552558551994,-0.17424676241793724,0.38235294117647056
STD30,volatility,diagnostic,0.9555191256830601,238,66143,-0.015255721730230837,0.19853769915549685,-0.07684042776320478,0.44537815126050423,-0.04853860920870194,0.22059973468019806,-0.22003022478276338,0.36134453781512604
STD60,volatility,diagnostic,0.9556010928961749,238,66149,-0.0007653790379019447,0.22422597647799306,-0.003413427159172451,0.48739495798319327,-0.040605536482959156,0.24704584491174691,-0.16436437737888213,0.3949579831932773
BETA5,trend_reversal,diagnostic,0.9545628415300547,238,66080,-0.05601756823635037,0.16661232613837595,-0.3362150300322096,0.36134453781512604,-0.06313540833346329,0.1720650850847531,-0.3669274815536519,0.3403361344537815
BETA10,trend_reversal,diagnostic,0.955068306010929,238,66112,-0.04692384038669692,0.18365330015692874,-0.2555022988783826,0.4117647058823529,-0.057490774060878574,0.19119178513326732,-0.3006968841302753,0.37815126050420167
BETA20,trend_reversal,diagnostic,0.9553825136612022,238,66134,-0.04194602998019972,0.18850158873609787,-0.2225234824886497,0.42436974789915966,-0.06475803640540474,0.1930546333869301,-0.3354389131682394,0.3487394957983193
BETA30,trend_reversal,diagnostic,0.9555191256830601,238,66143,-0.04365025807190684,0.17607731952017827,-0.2479039219296189,0.39915966386554624,-0.06368180619925036,0.18308731097042236,-0.3478220629366178,0.3865546218487395
BETA60,trend_reversal,diagnostic,0.9556010928961749,238,66149,-0.01532029348091972,0.1722327382750265,-0.08895111135291717,0.5210084033613446,-0.030587151350661392,0.18093761324366858,-0.16904805364857828,0.42436974789915966
RSQR5,trend_reversal,diagnostic,0.9545081967213115,238,66076,0.0021582074251181686,0.12121866484826535,0.017804250094815764,0.4831932773109244,0.0012146747389217096,0.12364922324771783,0.009823553331089191,0.4831932773109244
RSQR10,trend_reversal,diagnostic,0.955068306010929,238,66112,-0.009858681360266752,0.12660263743671304,-0.07787105829604042,0.47478991596638653,-0.001686181320629025,0.1386140647611975,-0.012164575965173204,0.5042016806722689
RSQR20,trend_reversal,diagnostic,0.9553825136612022,238,66134,0.007308742991311767,0.12284454896377503,0.059495867362148916,0.48739495798319327,0.005298488610539225,0.12102526209264242,0.04378002178159579,0.48739495798319327
RSQR30,trend_reversal,diagnostic,0.9555191256830601,238,66143,-0.016788997194464892,0.12765650837361156,-0.13151697009704066,0.4579831932773109,-0.02425712557599985,0.13159263688717446,-0.18433497610354554,0.41596638655462187
RSQR60,trend_reversal,diagnostic,0.9556010928961749,238,66149,0.007409878910947229,0.13839129406918332,0.05354295557958255,0.48739495798319327,0.0068214144968841055,0.1427341162506473,0.04779105848040847,0.47478991596638653
RESI5,trend_reversal,diagnostic,0.9545628415300547,238,66080,0.006499147747052575,0.1591186116320993,0.040844673545036694,0.5,-0.00010830259368270164,0.17121518222933535,-0.00063255251241467,0.5042016806722689
RESI10,trend_reversal,diagnostic,0.955068306010929,238,66112,-0.020397887692919416,0.1583999379294625,-0.12877459397744748,0.46218487394957986,-0.022981711433658035,0.16424179159370444,-0.13992608830345313,0.46638655462184875
RESI20,trend_reversal,diagnostic,0.9553825136612022,238,66134,-0.0366212463347128,0.16664109515479228,-0.21976119576443892,0.41596638655462187,-0.032496565986541326,0.165033159325435,-0.1969093127670188,0.4117647058823529
RESI30,trend_reversal,diagnostic,0.9555191256830601,238,66143,-0.03031137046124982,0.17350826782544732,-0.17469698038680007,0.4327731092436975,-0.03379535165395613,0.17865301145875567,-0.18916754538872252,0.42436974789915966
RESI60,trend_reversal,diagnostic,0.9556010928961749,238,66149,-0.0509610240450755,0.17799196713203042,-0.28631080866291997,0.39915966386554624,-0.05479251392179708,0.18276500187833664,-0.2997976273284065,0.3697478991596639
MAX5,price_position,diagnostic,0.9559153005464481,238,66164,0.00930196683884771,0.16615480015914091,0.055983738236502385,0.49159663865546216,-4.4026543582154076e-05,0.18623372673153882,-0.00023640478207054077,0.47478991596638653
MAX10,price_position,diagnostic,0.9559153005464481,238,66164,0.008236057606535726,0.18016231038986763,0.04571465357384162,0.4957983193277311,0.00011752397334751823,0.20224477072375938,0.000581097711090098,0.4579831932773109
MAX20,price_position,diagnostic,0.9559153005464481,238,66164,0.01660979020941164,0.20050088142918832,0.08284148224693857,0.4831932773109244,0.004962025041031717,0.2195192442952266,0.02260405486071371,0.46218487394957986
MAX30,price_position,diagnostic,0.9559153005464481,238,66164,0.018384283295519645,0.1972599357282532,0.09319826262564525,0.5210084033613446,0.006505408275284228,0.215459066705662,0.030193244474465527,0.4957983193277311
MAX60,price_position,diagnostic,0.9559153005464481,238,66164,0.013669858981221718,0.2156390182246861,0.06339232618365172,0.5042016806722689,0.003085439678853591,0.23667473084071822,0.013036624855950878,0.47478991596638653
MIN5,price_position,diagnostic,0.9559153005464481,238,66164,0.05192406360160637,0.1671639245711357,0.31061763915162427,0.6302521008403361,0.061456411663824796,0.17176767195700343,0.3577879991248205,0.6428571428571429
MIN10,price_position,diagnostic,0.9559153005464481,238,66164,0.05586735319534793,0.1807374681599395,0.3091077559297743,0.6134453781512605,0.06358791315405035,0.18253935389717005,0.3483518035780457,0.6470588235294118
MIN20,price_position,diagnostic,0.9559153005464481,238,66164,0.06668192068264145,0.18174945833460937,0.3668892402412384,0.6428571428571429,0.08365925146328006,0.18268475935039322,0.4579432447499348,0.6974789915966386
MIN30,price_position,diagnostic,0.9559153005464481,238,66164,0.06901344182123402,0.17983647786049006,0.38375663626359435,0.6428571428571429,0.0873477840395432,0.17946004721543798,0.4867255157616449,0.7058823529411765
MIN60,price_position,diagnostic,0.9559153005464481,238,66164,0.0576277396053434,0.1773826175993717,0.32487816667300956,0.6260504201680672,0.08293242860696191,0.17625004218691726,0.4705384893979779,0.6932773109243697
QTLU5,price_position,diagnostic,0.9559153005464481,238,66164,0.03393641979699334,0.1609262027600462,0.21088187762433722,0.592436974789916,0.03385552629219084,0.16909488438346848,0.20021614737566074,0.5756302521008403
QTLU10,price_position,diagnostic,0.9559153005464481,238,66164,0.046513755248954826,0.16842615055222773,0.2761670625164068,0.6218487394957983,0.04810733014515664,0.18003923358951057,0.26720470414155034,0.5882352941176471
QTLU20,price_position,diagnostic,0.9559153005464481,238,66164,0.05861203320924794,0.1976441765851658,0.29655330211053166,0.6134453781512605,0.0602381075346574,0.20393907064185818,0.29537306091015214,0.6386554621848739
QTLU30,price_position,diagnostic,0.9559153005464481,238,66164,0.06209599049081052,0.20164618631147518,0.30794527596417426,0.6092436974789915,0.06432284044282106,0.2066855106922643,0.3112111740556011,0.6512605042016807
QTLU60,price_position,diagnostic,0.9559153005464481,238,66164,0.04723693475085674,0.21723206357935762,0.2174491830189722,0.5672268907563025,0.04759505929362103,0.2215174508949155,0.21485918649451866,0.6092436974789915
QTLD5,price_position,diagnostic,0.9559153005464481,238,66164,0.05493613020588253,0.1636326966545509,0.33572831915041756,0.6260504201680672,0.05931956832627603,0.15935423912088242,0.37224970388944334,0.6428571428571429
QTLD10,price_position,diagnostic,0.9559153005464481,238,66164,0.06442529112983514,0.18162449703890876,0.3547169692425,0.6092436974789915,0.06942304049047293,0.1781238635125838,0.3897458718975543,0.6638655462184874
QTLD20,price_position,diagnostic,0.9559153005464481,238,66164,0.06849047792061268,0.1936078829804441,0.3537587254519525,0.6176470588235294,0.08290985046387532,0.18926716395406334,0.43805723471398456,0.6638655462184874
QTLD30,price_position,diagnostic,0.9559153005464481,238,66164,0.07517907712662972,0.18881369712896562,0.39816537819965503,0.6218487394957983,0.09175906357972834,0.1840576691999908,0.4985343125258533,0.6596638655462185
QTLD60,price_position,diagnostic,0.9559153005464481,238,66164,0.06284835266306396,0.18410925784336293,0.341364434354161,0.6134453781512605,0.08185360064233069,0.1770879688686995,0.46221999814691195,0.6722689075630253
RANK5,price_position,diagnostic,0.9559153005464481,238,66164,-0.029226468833849644,0.13547404911182548,-0.2157348143460671,0.39915966386554624,-0.035661719727661696,0.13981982272041094,-0.2550548200806422,0.3907563025210084
RANK10,price_position,diagnostic,0.9559153005464481,238,66164,-0.03992809659992648,0.1527836382721835,-0.2613375165788022,0.3949579831932773,-0.041465063548579505,0.1565223235388101,-0.26491469466525097,0.3907563025210084
RANK20,price_position,diagnostic,0.9559153005464481,238,66164,-0.03812925809283426,0.17315962810062732,-0.2201971586048707,0.41596638655462187,-0.05009648513959611,0.16899891154346916,-0.29643081533522486,0.3865546218487395
RANK30,price_position,diagnostic,0.9559153005464481,238,66164,-0.0417030753831081,0.17608326393592175,-0.23683724648745844,0.4117647058823529,-0.05447388433593553,0.1713885111388381,-0.3178385994135127,0.35294117647058826
RANK60,price_position,diagnostic,0.9559153005464481,238,66164,-0.03256613984948987,0.17600341053634083,-0.18503129996316564,0.4411764705882353,-0.045902418383855684,0.17443009582778127,-0.2631565279260992,0.3739495798319328
RSV5,price_position,diagnostic,0.9559153005464481,238,66164,-0.0288716287101887,0.13343287257040917,-0.21637568129962778,0.40756302521008403,-0.028270632374302586,0.13947641093172733,-0.20269113741491995,0.42857142857142855
RSV10,price_position,diagnostic,0.9559153005464481,238,66164,-0.02808154523232961,0.15598769384461122,-0.1800241066471778,0.42857142857142855,-0.029114995891760285,0.1602689725882619,-0.18166333396644405,0.4369747899159664
RSV20,price_position,diagnostic,0.9559153005464481,238,66164,-0.03317124364360386,0.17296979978373103,-0.19177477042280672,0.4369747899159664,-0.04306065646673963,0.16956691394484208,-0.2539449204149974,0.3907563025210084
RSV30,price_position,diagnostic,0.9559153005464481,238,66164,-0.03503116034910051,0.171990049494693,-0.20368132023929356,0.4369747899159664,-0.04743999556757731,0.16816068667111195,-0.28211109568290643,0.36554621848739494
RSV60,price_position,diagnostic,0.9559153005464481,238,66164,-0.029367346334021025,0.1767373763325481,-0.1661637563226218,0.453781512605042,-0.040222246230441405,0.17396234921012194,-0.23121236527944686,0.40756302521008403
IMAX5,price_position,diagnostic,0.9559153005464481,238,66164,-0.01872479611932402,0.12070602312486957,-0.15512727231476547,0.4117647058823529,-0.023509742229962566,0.12168266286012928,-0.19320535627155314,0.41596638655462187
IMAX10,price_position,diagnostic,0.9559153005464481,238,66164,-0.014386797723081757,0.13432353535825256,-0.10710556184149647,0.47058823529411764,-0.02171612150069014,0.1266012235642891,-0.17153168736684857,0.42436974789915966
IMAX20,price_position,diagnostic,0.9559153005464481,238,66164,-0.02143877475576118,0.1341003844198801,-0.15987109096297958,0.41596638655462187,-0.02955917876339093,0.1260995330150255,-0.234411484774244,0.40336134453781514
IMAX30,price_position,diagnostic,0.9559153005464481,238,66164,-0.022723481616560702,0.13452505669666123,-0.16891635041492367,0.44537815126050423,-0.02633274890337592,0.13596471930431211,-0.193673395849395,0.42436974789915966
IMAX60,price_position,diagnostic,0.9559153005464481,238,66164,0.001084418227032214,0.1097640901254875,0.009879535518332596,0.5042016806722689,0.0012432726445078522,0.10597468285037993,0.011731789245013955,0.47058823529411764
IMIN5,price_position,diagnostic,0.9559153005464481,238,66164,0.0353122818879109,0.12050348305825727,0.29303951215119,0.6050420168067226,0.039334444790163445,0.12344911499453341,0.3186288114896997,0.6134453781512605
IMIN10,price_position,diagnostic,0.9559153005464481,238,66164,0.0360206290026013,0.12865778839595227,0.2799723938339869,0.6176470588235294,0.043427066475112144,0.1416492234947729,0.30658174752870904,0.6008403361344538
IMIN20,price_position,diagnostic,0.9559153005464481,238,66164,0.03915637511981866,0.1132776092108926,0.34566738645516404,0.634453781512605,0.05844644996748964,0.12286195445779098,0.47570828760964257,0.6932773109243697
IMIN30,price_position,diagnostic,0.9559153005464481,238,66164,0.02754283520009644,0.10940610705196557,0.25174860839362634,0.5882352941176471,0.03824414397958001,0.11377740040222348,0.33613128656815955,0.6218487394957983
IMIN60,price_position,diagnostic,0.9559153005464481,238,66164,0.009020821238520596,0.09483891451182329,0.09511729741904623,0.5294117647058824,0.0193647814823279,0.10219440597771416,0.18948964277507357,0.5588235294117647
IMXD5,price_position,diagnostic,0.9559153005464481,238,66164,-0.031105016572308023,0.13068420298486716,-0.23801665283071657,0.4327731092436975,-0.03187333171585707,0.12930959478204315,-0.24648852832290546,0.42857142857142855
IMXD10,price_position,diagnostic,0.9559153005464481,238,66164,-0.029611857923336593,0.14922120320692678,-0.1984426963926399,0.4411764705882353,-0.037873105758643826,0.1448372324009517,-0.2614873615770289,0.39915966386554624
IMXD20,price_position,diagnostic,0.9559153005464481,238,66164,-0.03719618892673008,0.13919207372253947,-0.2672292173825619,0.3949579831932773,-0.0492030916745627,0.13691835183920692,-0.35936082353916615,0.3487394957983193
IMXD30,price_position,diagnostic,0.9559153005464481,238,66164,-0.03382263693162007,0.13694472618142536,-0.2469802078161929,0.4369747899159664,-0.0438280636561672,0.13778018766630407,-0.31810134968255616,0.37815126050420167
IMXD60,price_position,diagnostic,0.9559153005464481,238,66164,-0.004804668890055546,0.11328978756159486,-0.04241043251531637,0.42857142857142855,-0.008621400112267159,0.11811797599532864,-0.07298973792615715,0.42857142857142855
CORR5,price_volume,diagnostic,0.9545081967213115,238,66076,-0.02604719090496691,0.11944236040474837,-0.21807331014476014,0.4369747899159664,-0.043161669413169575,0.12686431760794017,-0.34021914299461126,0.3739495798319328
CORR10,price_volume,diagnostic,0.955068306010929,238,66112,-0.02839207084261478,0.13185221203470263,-0.21533253333013613,0.42857142857142855,-0.04829162779518261,0.1339947989293429,-0.3603992705765197,0.35294117647058826
CORR20,price_volume,diagnostic,0.9553825136612022,238,66134,-0.01129116055466806,0.12950830597127683,-0.0871848370649855,0.46218487394957986,-0.03149023252780234,0.1404776628241914,-0.22416540747273497,0.4369747899159664
CORR30,price_volume,diagnostic,0.9555191256830601,238,66143,-0.011373983448526826,0.1355984632900807,-0.08387988456915539,0.4579831932773109,-0.032369067032807855,0.1490337945774196,-0.21719279928817,0.41596638655462187
CORR60,price_volume,diagnostic,0.9556010928961749,238,66149,-0.020007826123385843,0.11324523243331427,-0.1766769840414048,0.4369747899159664,-0.03938266294393011,0.1257861649071819,-0.3130921669564434,0.39915966386554624
CORD5,price_volume,diagnostic,0.9530464480874317,238,65977,-0.03378351288606813,0.12131827910434545,-0.2784700964725278,0.37815126050420167,-0.04946065097620881,0.12760160046080551,-0.38761779474232605,0.3487394957983193
CORD10,price_volume,diagnostic,0.9541256830601093,238,66046,-0.036299844848120245,0.1381416331387153,-0.26277266326849963,0.42436974789915966,-0.06079363259597649,0.14324632298764772,-0.4243992538727768,0.33613445378151263
CORD20,price_volume,diagnostic,0.9548087431693989,238,66095,-0.035787385047064316,0.13328211644195942,-0.2685085291442585,0.42857142857142855,-0.06136055108199473,0.14065100290547639,-0.4362610277527256,0.3487394957983193
CORD30,price_volume,diagnostic,0.955136612021858,238,66117,-0.03326630236502359,0.1391069242866634,-0.23914195886087125,0.40756302521008403,-0.05267818832439364,0.14210222912729364,-0.37070627707891257,0.36134453781512604
CORD60,price_volume,diagnostic,0.9553005464480875,238,66129,-0.03832842645023695,0.1396096700702779,-0.2745399113896828,0.3739495798319328,-0.058195043931580294,0.14504186824432297,-0.40122927700814476,0.31932773109243695
CNTP5,trend_reversal,diagnostic,0.9559153005464481,238,66164,-0.010855220127136316,0.1093196984737252,-0.0992979332974043,0.4369747899159664,-0.021132012215346586,0.11074987861286739,-0.19080844584231788,0.42016806722689076
CNTP10,trend_reversal,diagnostic,0.9559153005464481,238,66164,-0.0012855204586944334,0.11088319957401588,-0.011593464687464515,0.4957983193277311,-0.01703156339309101,0.11964219363499898,-0.14235415513234756,0.44537815126050423
CNTP20,trend_reversal,diagnostic,0.9559153005464481,238,66164,-0.0010946191730437382,0.09256823177791501,-0.011824998188038125,0.4957983193277311,-0.020723552795236567,0.10334406099120816,-0.20052969272225127,0.3907563025210084
CNTP30,trend_reversal,diagnostic,0.9559153005464481,238,66164,0.0070673978661493705,0.0918114134067744,0.07697733434117784,0.5168067226890757,-0.012052510631340116,0.10302486423140364,-0.11698642576484286,0.44537815126050423
